date,user_id,logged_food,logged_steps,logged_water,logged_sleep,any_entry_logged,summary_viewed,returned_after_summary,ai_message_sent,guardrail_flag,cost_to_serve_usd
2026-01-07,1394,True,False,True,False,True,False,False,False,False,0.001
2026-01-07,1443,False,False,False,False,False,False,False,False,False,0.001
2026-01-07,1459,False,True,True,False,True,False,False,False,False,0.001
2026-01-07,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-07,1606,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,23,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,38,False,True,True,True,True,False,False,False,False,0.001
2026-01-08,115,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,229,False,True,False,True,True,False,False,False,False,0.001
2026-01-08,384,True,False,False,False,True,False,False,False,False,0.001
2026-01-08,447,True,True,True,True,True,False,False,False,False,0.001
2026-01-08,534,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,539,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,750,True,True,True,False,True,False,False,False,False,0.001
2026-01-08,811,True,False,False,True,True,False,False,False,False,0.001
2026-01-08,1096,False,True,True,False,True,False,False,False,False,0.001
2026-01-08,1176,False,True,True,False,True,False,False,False,False,0.001
2026-01-08,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,1255,True,True,True,False,True,False,False,False,False,0.001
2026-01-08,1300,False,True,False,False,True,False,False,False,False,0.001
2026-01-08,1394,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,1414,True,False,False,False,True,False,False,False,False,0.001
2026-01-08,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,1443,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,1459,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-08,1606,False,False,True,False,True,False,False,False,False,0.001
2026-01-08,1680,False,True,True,True,True,False,False,False,False,0.001
2026-01-09,23,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,38,False,True,False,False,True,False,False,False,False,0.001
2026-01-09,115,False,True,True,False,True,False,False,False,False,0.001
2026-01-09,228,True,True,True,False,True,False,False,False,False,0.001
2026-01-09,229,False,False,True,False,True,False,False,False,False,0.001
2026-01-09,342,True,True,True,False,True,False,False,False,False,0.001
2026-01-09,384,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,447,True,True,False,False,True,False,False,False,False,0.001
2026-01-09,534,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,539,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,750,False,True,False,False,True,False,False,False,False,0.001
2026-01-09,803,True,True,False,True,True,False,False,False,False,0.001
2026-01-09,811,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,925,False,True,False,True,True,False,False,False,False,0.001
2026-01-09,1032,False,True,True,False,True,False,False,False,False,0.001
2026-01-09,1096,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1176,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1208,False,True,False,True,True,False,False,False,False,0.001
2026-01-09,1255,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1263,True,False,True,False,True,False,False,False,False,0.001
2026-01-09,1300,True,True,False,False,True,False,False,False,False,0.001
2026-01-09,1394,True,True,False,False,True,False,False,False,False,0.001
2026-01-09,1414,True,True,True,False,True,False,False,False,False,0.001
2026-01-09,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1443,False,True,False,False,True,False,False,False,False,0.001
2026-01-09,1459,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1606,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1680,False,False,False,False,False,False,False,False,False,0.001
2026-01-09,1941,True,True,True,False,True,False,False,False,False,0.001
2026-01-10,23,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,38,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,115,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,228,True,False,False,False,True,False,False,False,False,0.001
2026-01-10,229,False,True,False,False,True,False,False,False,False,0.001
2026-01-10,342,True,True,False,True,True,False,False,False,False,0.001
2026-01-10,384,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,447,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,534,False,True,False,False,True,False,False,False,False,0.001
2026-01-10,539,False,False,True,False,True,False,False,False,False,0.001
2026-01-10,750,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,803,True,False,True,False,True,False,False,False,False,0.001
2026-01-10,811,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,925,True,True,True,True,True,False,False,False,False,0.001
2026-01-10,1009,True,True,False,True,True,False,False,False,False,0.001
2026-01-10,1032,False,True,True,False,True,False,False,False,False,0.001
2026-01-10,1096,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1176,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1186,True,False,True,False,True,False,False,False,False,0.001
2026-01-10,1208,True,True,False,False,True,False,False,False,False,0.001
2026-01-10,1255,True,True,False,True,True,False,False,False,False,0.001
2026-01-10,1261,True,True,True,True,True,False,False,False,False,0.001
2026-01-10,1263,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1300,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1394,True,False,False,True,True,False,False,False,False,0.001
2026-01-10,1414,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1443,True,True,False,False,True,False,False,False,False,0.001
2026-01-10,1459,False,True,True,False,True,False,False,False,False,0.001
2026-01-10,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1594,True,True,False,False,True,False,False,False,False,0.001
2026-01-10,1606,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1680,True,False,False,False,True,False,False,False,False,0.001
2026-01-10,1745,False,False,False,False,False,False,False,False,False,0.001
2026-01-10,1778,False,True,False,False,True,False,False,False,False,0.001
2026-01-10,1781,False,True,True,False,True,False,False,False,False,0.001
2026-01-10,1941,False,True,False,False,True,False,False,False,False,0.001
2026-01-10,1981,True,True,False,True,True,False,False,False,False,0.001
2026-01-11,23,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,38,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,115,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,157,False,False,True,False,True,False,False,False,False,0.001
2026-01-11,228,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,229,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,342,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,384,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,447,False,False,False,True,True,False,False,False,False,0.001
2026-01-11,534,False,True,True,False,True,False,False,False,False,0.001
2026-01-11,539,False,True,False,False,True,False,False,False,False,0.001
2026-01-11,741,True,True,False,True,True,False,False,False,False,0.001
2026-01-11,750,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,803,False,True,True,True,True,False,False,False,False,0.001
2026-01-11,811,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,882,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,925,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,983,False,True,True,False,True,False,False,False,False,0.001
2026-01-11,1009,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1018,True,False,True,False,True,False,False,False,False,0.001
2026-01-11,1032,True,False,True,False,True,False,False,False,False,0.001
2026-01-11,1096,False,True,True,False,True,False,False,False,False,0.001
2026-01-11,1167,True,True,False,True,True,False,False,False,False,0.001
2026-01-11,1176,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1186,True,True,False,True,True,False,False,False,False,0.001
2026-01-11,1208,True,True,False,False,True,False,False,False,False,0.001
2026-01-11,1210,False,True,False,True,True,False,False,False,False,0.001
2026-01-11,1255,True,True,False,True,True,False,False,False,False,0.001
2026-01-11,1261,False,True,False,False,True,False,False,False,False,0.001
2026-01-11,1263,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1300,False,True,False,True,True,False,False,False,False,0.001
2026-01-11,1344,True,True,True,True,True,False,False,False,False,0.001
2026-01-11,1394,True,False,False,False,True,False,False,False,False,0.001
2026-01-11,1414,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1443,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1459,True,True,False,True,True,False,False,False,False,0.001
2026-01-11,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1523,True,True,False,False,True,False,False,False,False,0.001
2026-01-11,1594,False,True,True,True,True,False,False,False,False,0.001
2026-01-11,1606,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1680,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1745,True,True,False,False,True,False,False,False,False,0.001
2026-01-11,1778,False,True,True,True,True,False,False,False,False,0.001
2026-01-11,1781,False,False,False,False,False,False,False,False,False,0.001
2026-01-11,1941,True,True,True,True,True,False,False,False,False,0.001
2026-01-11,1948,True,False,True,False,True,False,False,False,False,0.001
2026-01-11,1981,True,True,True,True,True,False,False,False,False,0.001
2026-01-12,23,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,38,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,115,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,157,True,True,True,False,True,False,False,False,False,0.001
2026-01-12,228,False,True,True,False,True,False,False,False,False,0.001
2026-01-12,229,True,True,True,True,True,False,False,False,False,0.001
2026-01-12,342,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,384,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,399,True,True,False,False,True,False,False,False,False,0.001
2026-01-12,447,True,True,False,True,True,False,False,False,False,0.001
2026-01-12,513,False,True,True,True,True,False,False,False,False,0.001
2026-01-12,534,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,539,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,741,True,False,False,False,True,False,False,False,False,0.001
2026-01-12,750,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,803,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,811,False,False,True,False,True,False,False,False,False,0.001
2026-01-12,866,True,True,True,True,True,False,False,False,False,0.001
2026-01-12,882,True,False,True,True,True,False,False,False,False,0.001
2026-01-12,925,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,983,False,False,False,True,True,False,False,False,False,0.001
2026-01-12,1009,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1018,True,False,True,False,True,False,False,False,False,0.001
2026-01-12,1032,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1096,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1167,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1176,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1186,False,True,True,False,True,False,False,False,False,0.001
2026-01-12,1208,True,False,False,True,True,False,False,False,False,0.001
2026-01-12,1210,True,True,True,False,True,False,False,False,False,0.001
2026-01-12,1232,False,True,True,True,True,False,False,False,False,0.001
2026-01-12,1255,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1261,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1263,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1300,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1344,True,True,False,False,True,False,False,False,False,0.001
2026-01-12,1394,True,True,True,False,True,False,False,False,False,0.001
2026-01-12,1414,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1443,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1459,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1523,False,True,False,True,True,False,False,False,False,0.001
2026-01-12,1594,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1606,True,True,True,False,True,False,False,False,False,0.001
2026-01-12,1680,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1745,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1778,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1781,True,True,False,True,True,False,False,False,False,0.001
2026-01-12,1873,True,True,False,False,True,False,False,False,False,0.001
2026-01-12,1941,True,True,True,True,True,False,False,False,False,0.001
2026-01-12,1948,False,False,False,False,False,False,False,False,False,0.001
2026-01-12,1981,True,False,False,False,True,False,False,False,False,0.001
2026-01-13,8,False,False,False,True,True,False,False,False,False,0.001
2026-01-13,23,False,True,False,False,True,False,False,False,False,0.001
2026-01-13,38,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,115,True,True,False,True,True,False,False,False,False,0.001
2026-01-13,157,True,False,False,False,True,False,False,False,False,0.001
2026-01-13,174,True,False,False,False,True,False,False,False,False,0.001
2026-01-13,184,False,False,True,False,True,False,False,False,False,0.001
2026-01-13,228,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,229,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,342,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,384,True,True,False,True,True,False,False,False,False,0.001
2026-01-13,399,True,True,False,False,True,False,False,False,False,0.001
2026-01-13,447,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,513,True,False,False,False,True,False,False,False,False,0.001
2026-01-13,534,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,539,False,True,False,True,True,False,False,False,False,0.001
2026-01-13,683,True,True,True,True,True,False,False,False,False,0.001
2026-01-13,741,False,True,False,True,True,False,False,False,False,0.001
2026-01-13,750,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,803,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,811,False,True,False,True,True,False,False,False,False,0.001
2026-01-13,866,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,882,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,925,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,953,False,True,True,False,True,False,False,False,False,0.001
2026-01-13,983,True,True,False,True,True,False,False,False,False,0.001
2026-01-13,1009,False,True,True,False,True,False,False,False,False,0.001
2026-01-13,1018,True,True,False,False,True,False,False,False,False,0.001
2026-01-13,1032,True,False,True,True,True,False,False,False,False,0.001
2026-01-13,1096,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1167,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1176,True,True,False,True,True,False,False,False,False,0.001
2026-01-13,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1186,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1208,True,True,True,False,True,False,False,False,False,0.001
2026-01-13,1210,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1215,False,False,True,True,True,False,False,False,False,0.001
2026-01-13,1232,True,True,False,False,True,False,False,False,False,0.001
2026-01-13,1255,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1261,True,False,False,True,True,False,False,False,False,0.001
2026-01-13,1263,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1300,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1344,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1391,True,True,True,False,True,False,False,False,False,0.001
2026-01-13,1394,False,True,True,False,True,False,False,False,False,0.001
2026-01-13,1414,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1443,True,False,True,False,True,False,False,False,False,0.001
2026-01-13,1459,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1523,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1594,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1606,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1607,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1680,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1706,True,True,True,False,True,False,False,False,False,0.001
2026-01-13,1745,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1778,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1781,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1873,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1929,False,True,False,False,True,False,False,False,False,0.001
2026-01-13,1941,True,True,False,False,True,False,False,False,False,0.001
2026-01-13,1948,False,False,False,False,False,False,False,False,False,0.001
2026-01-13,1970,True,True,False,False,True,False,False,False,False,0.001
2026-01-13,1981,True,False,False,False,True,False,False,False,False,0.001
2026-01-14,8,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,23,True,True,False,True,True,False,False,False,False,0.001
2026-01-14,38,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,115,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,157,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,174,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,184,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,228,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,229,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,342,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,384,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,399,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,447,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,513,True,True,False,False,True,False,False,False,False,0.001
2026-01-14,534,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,539,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,683,False,True,False,False,True,False,False,False,False,0.001
2026-01-14,741,False,True,True,True,True,False,False,False,False,0.001
2026-01-14,750,False,True,False,False,True,False,False,False,False,0.001
2026-01-14,771,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,803,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,810,True,True,False,False,True,False,False,False,False,0.001
2026-01-14,811,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,866,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,881,True,True,False,True,True,False,False,False,False,0.001
2026-01-14,882,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,925,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,953,True,True,True,True,True,False,False,False,False,0.001
2026-01-14,983,True,False,False,True,True,False,False,False,False,0.001
2026-01-14,1009,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1018,False,True,False,False,True,False,False,False,False,0.001
2026-01-14,1032,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1096,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1117,True,True,False,False,True,False,False,False,False,0.001
2026-01-14,1167,True,True,False,True,True,False,False,False,False,0.001
2026-01-14,1176,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1179,True,False,False,False,True,False,False,False,False,0.001
2026-01-14,1184,True,True,True,False,True,False,False,False,False,0.001
2026-01-14,1186,False,False,True,True,True,False,False,False,False,0.001
2026-01-14,1208,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1210,False,False,False,True,True,False,False,False,False,0.001
2026-01-14,1215,True,True,False,True,True,False,False,False,False,0.001
2026-01-14,1232,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1255,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1261,False,True,False,True,True,False,False,False,False,0.001
2026-01-14,1263,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1300,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1344,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1374,False,True,False,True,True,False,False,False,False,0.001
2026-01-14,1391,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1394,False,True,True,False,True,False,False,False,False,0.001
2026-01-14,1414,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1419,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1443,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1459,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1503,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1523,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1534,True,False,True,False,True,False,False,False,False,0.001
2026-01-14,1594,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1606,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1607,True,True,False,True,True,False,False,False,False,0.001
2026-01-14,1680,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1706,True,False,False,True,True,False,False,False,False,0.001
2026-01-14,1745,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1778,True,True,True,False,True,False,False,False,False,0.001
2026-01-14,1781,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1873,True,True,True,True,True,False,False,False,False,0.001
2026-01-14,1929,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1941,False,True,True,False,True,False,False,False,False,0.001
2026-01-14,1948,False,False,True,False,True,False,False,False,False,0.001
2026-01-14,1970,False,False,False,False,False,False,False,False,False,0.001
2026-01-14,1981,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,8,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,23,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,38,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,115,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,157,False,True,True,False,True,False,False,False,False,0.001
2026-01-15,174,False,True,True,True,True,False,False,False,False,0.001
2026-01-15,184,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,228,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,229,False,True,False,True,True,False,False,False,False,0.001
2026-01-15,314,False,True,False,False,True,False,False,False,False,0.001
2026-01-15,342,True,True,False,False,True,False,False,False,False,0.001
2026-01-15,384,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,399,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,447,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,513,True,False,False,True,True,False,False,False,False,0.001
2026-01-15,534,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,539,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,683,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,741,True,True,True,False,True,False,False,False,False,0.001
2026-01-15,750,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,771,False,True,True,True,True,False,False,False,False,0.001
2026-01-15,803,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,810,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,811,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,866,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,881,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,882,False,True,False,False,True,False,False,False,False,0.001
2026-01-15,898,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,925,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,953,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,983,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1009,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1018,True,True,False,False,True,False,False,False,False,0.001
2026-01-15,1032,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1039,True,True,False,False,True,False,False,False,False,0.001
2026-01-15,1096,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1117,False,True,False,False,True,False,False,False,False,0.001
2026-01-15,1155,False,True,False,True,True,False,False,False,False,0.001
2026-01-15,1167,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1176,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1179,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1184,True,True,False,False,True,False,False,False,False,0.001
2026-01-15,1186,False,True,False,False,True,False,False,False,False,0.001
2026-01-15,1208,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1210,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1215,True,True,False,False,True,False,False,False,False,0.001
2026-01-15,1232,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1255,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1261,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1263,True,False,False,True,True,False,False,False,False,0.001
2026-01-15,1300,False,False,False,False,False,False,False,False,False,0.001
2026-01-15,1344,True,True,False,False,True,False,False,False,False,0.001
2026-01-15,1374,False,True,False,True,True,False,False,False,False,0.001
2026-01-15,1391,False,False,False,False,False,False,False,False,False,0.001
