user_id,signup_date,segment,acquisition_channel,platform,geography_id,demographic_id,cohort
68,2026-02-17,everyday_person,paid,iOS,3,14,summary_cohort
69,2026-01-17,everyday_person,app_store_search,iOS,1,79,control
70,2026-01-25,everyday_person,organic,iOS,8,120,summary_cohort
71,2026-02-08,everyday_person,organic,Web,3,65,control
72,2026-01-23,everyday_person,referral,iOS,4,114,control
73,2026-01-18,athlete,organic,iOS,2,42,control
74,2026-02-08,everyday_person,organic,iOS,3,108,summary_cohort
75,2026-01-21,everyday_person,organic,Android,8,113,control
76,2026-01-25,everyday_person,organic,iOS,3,75,control
77,2026-02-18,everyday_person,referral,Android,1,85,control
78,2026-01-15,patient,referral,iOS,2,63,control
79,2026-01-19,everyday_person,organic,iOS,8,39,control
80,2026-01-06,patient,referral,Android,8,65,control
81,2026-01-21,patient,organic,iOS,1,116,control
82,2026-01-15,everyday_person,organic,iOS,4,2,control
83,2026-01-31,patient,paid,Android,1,25,control
84,2026-01-15,everyday_person,organic,iOS,4,60,control
85,2026-01-30,everyday_person,referral,iOS,1,41,control
86,2026-01-18,everyday_person,app_store_search,Android,6,75,summary_cohort
87,2026-01-20,patient,referral,iOS,7,44,control
88,2026-01-20,everyday_person,referral,iOS,1,80,control
89,2026-02-01,everyday_person,organic,iOS,3,13,control
90,2026-01-23,everyday_person,organic,Android,1,40,control
91,2026-01-20,everyday_person,organic,iOS,3,84,control
92,2026-02-08,patient,paid,iOS,1,57,summary_cohort
93,2026-01-27,everyday_person,paid,Android,2,86,control
94,2026-01-16,everyday_person,organic,Android,8,77,control
95,2026-02-11,everyday_person,organic,Web,1,40,control
96,2026-01-20,patient,organic,iOS,6,52,control
97,2026-01-07,everyday_person,referral,iOS,1,116,control
98,2026-01-24,everyday_person,referral,iOS,4,116,control
99,2026-01-12,everyday_person,paid,Android,3,5,control
100,2026-01-17,athlete,app_store_search,iOS,7,85,summary_cohort
101,2026-02-02,athlete,organic,Android,1,59,control
102,2026-01-12,patient,paid,iOS,1,1,control
103,2026-02-05,everyday_person,referral,Android,6,77,control
104,2026-02-13,athlete,organic,Android,5,3,summary_cohort
105,2026-01-28,patient,app_store_search,iOS,5,39,control
106,2026-02-01,patient,organic,Web,1,83,control
107,2026-02-01,everyday_person,paid,Web,2,98,control
108,2026-02-21,everyday_person,paid,iOS,6,50,control
109,2026-01-20,everyday_person,app_store_search,iOS,4,98,control
110,2026-01-14,athlete,referral,Android,4,101,control
111,2026-01-25,everyday_person,organic,iOS,2,54,control
112,2026-01-26,everyday_person,paid,iOS,2,21,control
113,2026-01-14,everyday_person,paid,iOS,8,80,control
114,2026-01-28,everyday_person,referral,Web,5,2,control
115,2026-01-04,everyday_person,paid,iOS,1,108,summary_cohort
116,2026-02-13,athlete,organic,Android,7,47,control
117,2026-01-18,patient,referral,iOS,4,92,control
118,2026-01-07,patient,app_store_search,iOS,3,89,control
119,2026-01-11,everyday_person,organic,Android,3,57,control
120,2026-01-17,patient,referral,iOS,5,117,control
121,2026-01-18,everyday_person,app_store_search,iOS,3,96,control
122,2026-01-07,patient,paid,iOS,4,107,control
123,2026-01-18,everyday_person,app_store_search,Android,5,12,control
124,2026-01-15,everyday_person,organic,iOS,1,59,control
125,2026-01-21,everyday_person,app_store_search,iOS,8,115,control
126,2026-01-21,everyday_person,organic,iOS,3,98,control
127,2026-01-20,everyday_person,referral,iOS,3,55,control
128,2026-01-19,everyday_person,referral,iOS,5,9,control
129,2026-01-10,everyday_person,paid,iOS,4,34,control
130,2026-01-06,everyday_person,app_store_search,iOS,3,69,control
131,2026-01-15,everyday_person,paid,iOS,5,78,control
132,2026-02-03,athlete,referral,Android,7,111,control
133,2026-02-20,everyday_person,organic,Android,6,12,control
134,2026-02-13,everyday_person,referral,iOS,6,48,control
135,2026-01-25,everyday_person,referral,iOS,2,33,control
136,2026-01-25,everyday_person,organic,iOS,3,116,control
137,2026-01-19,athlete,referral,Web,4,20,control
138,2026-02-04,everyday_person,app_store_search,iOS,1,27,control
139,2026-02-03,patient,paid,iOS,6,36,summary_cohort
140,2026-02-07,everyday_person,paid,iOS,3,13,control
141,2026-02-10,everyday_person,organic,iOS,2,78,control
142,2026-01-23,everyday_person,referral,iOS,2,63,control
143,2026-02-03,athlete,organic,iOS,2,67,control
144,2026-02-05,everyday_person,organic,Android,3,109,control
145,2026-01-19,everyday_person,referral,Android,4,52,control
146,2026-02-13,everyday_person,organic,Android,4,38,control
147,2026-01-11,everyday_person,organic,Android,2,46,control
148,2026-02-21,everyday_person,paid,iOS,1,97,control
149,2026-02-03,everyday_person,organic,Web,6,64,control
150,2026-01-11,everyday_person,organic,Android,1,21,control
151,2026-01-30,patient,organic,Android,4,83,control
152,2026-01-07,athlete,referral,Android,4,90,control
153,2026-02-03,everyday_person,organic,iOS,4,30,control
154,2026-02-05,everyday_person,referral,iOS,7,67,control
155,2026-01-28,everyday_person,referral,iOS,4,68,control
156,2026-02-08,patient,organic,iOS,8,22,summary_cohort
157,2026-01-11,everyday_person,app_store_search,iOS,7,2,summary_cohort
158,2026-01-18,patient,organic,iOS,1,87,control
159,2026-01-22,patient,referral,iOS,2,74,control
160,2026-01-07,patient,organic,Web,3,86,control
161,2026-01-23,everyday_person,referral,Android,3,46,control
162,2026-01-18,athlete,organic,Android,4,62,summary_cohort
163,2026-01-21,everyday_person,app_store_search,iOS,2,118,control
164,2026-01-22,everyday_person,organic,Android,2,28,control
165,2026-02-09,everyday_person,referral,Android,3,79,control
166,2026-01-18,everyday_person,organic,Android,5,16,control
167,2026-02-10,patient,organic,Android,5,8,control
168,2026-01-22,patient,organic,iOS,8,115,control
169,2026-01-19,everyday_person,referral,iOS,1,16,control
170,2026-01-25,athlete,referral,Android,3,79,control
171,2026-01-22,everyday_person,app_store_search,Web,8,62,control
172,2026-01-17,everyday_person,paid,iOS,5,98,control
173,2026-01-25,everyday_person,app_store_search,iOS,4,66,control
174,2026-01-13,athlete,organic,iOS,4,84,control
175,2026-01-20,everyday_person,paid,iOS,1,108,control
176,2026-01-27,everyday_person,referral,Web,7,100,control
177,2026-01-22,everyday_person,referral,Android,4,87,control
178,2026-02-06,athlete,app_store_search,iOS,4,20,control
179,2026-01-17,athlete,paid,iOS,4,21,control
180,2026-02-17,patient,app_store_search,iOS,3,60,control
181,2026-02-04,athlete,paid,iOS,2,80,control
182,2026-02-17,athlete,organic,iOS,6,81,control
183,2026-02-07,everyday_person,paid,Android,4,95,control
184,2026-01-13,everyday_person,referral,Android,1,13,control
185,2026-01-25,patient,app_store_search,iOS,3,21,control
186,2026-01-14,patient,paid,Android,7,18,control
187,2026-02-06,everyday_person,organic,Android,3,65,control
188,2026-01-27,everyday_person,organic,iOS,3,77,control
189,2026-01-18,patient,organic,Android,4,14,control
190,2026-02-13,everyday_person,referral,Android,6,105,control
191,2026-01-12,athlete,organic,Android,5,37,control
192,2026-01-27,everyday_person,paid,iOS,6,80,control
193,2026-02-01,everyday_person,referral,iOS,1,91,control
194,2026-01-09,patient,paid,iOS,7,5,control
195,2026-01-28,everyday_person,organic,iOS,7,104,control
196,2026-02-06,everyday_person,referral,iOS,4,117,control
197,2026-01-09,everyday_person,organic,Android,4,116,control
198,2026-01-25,athlete,app_store_search,iOS,1,17,control
199,2026-01-17,everyday_person,organic,iOS,3,48,control
200,2026-01-30,everyday_person,organic,Web,1,28,control
201,2026-01-12,patient,organic,iOS,1,55,control
202,2026-02-13,athlete,paid,iOS,8,117,control
203,2026-02-10,everyday_person,organic,Android,2,92,control
204,2026-01-15,everyday_person,referral,iOS,4,93,control
205,2026-01-19,everyday_person,paid,iOS,2,51,control
206,2026-01-27,everyday_person,paid,Android,3,113,control
207,2026-02-01,everyday_person,organic,iOS,3,111,control
208,2026-01-23,patient,organic,iOS,3,97,control
209,2026-01-14,everyday_person,organic,iOS,4,98,control
210,2026-01-11,everyday_person,organic,Android,8,79,control
211,2026-02-24,patient,paid,iOS,3,12,control
212,2026-01-23,everyday_person,organic,Android,8,35,control
213,2026-02-09,everyday_person,organic,iOS,5,93,control
214,2026-01-24,patient,organic,Android,4,40,control
215,2026-02-12,patient,referral,iOS,2,21,control
216,2026-01-10,patient,organic,iOS,1,114,control
217,2026-01-12,everyday_person,paid,iOS,6,59,control
218,2026-02-13,everyday_person,organic,Android,4,104,summary_cohort
219,2026-02-14,athlete,app_store_search,iOS,3,35,control
220,2026-01-19,everyday_person,paid,iOS,6,44,control
221,2026-01-20,everyday_person,organic,iOS,2,42,control
222,2026-01-23,everyday_person,organic,iOS,6,45,control
223,2026-01-22,patient,organic,Android,3,53,control
224,2026-01-15,athlete,organic,iOS,7,36,control
225,2026-02-11,everyday_person,organic,iOS,2,98,control
226,2026-01-17,athlete,app_store_search,iOS,1,40,control
227,2026-02-01,everyday_person,referral,iOS,5,53,control
228,2026-01-09,everyday_person,organic,iOS,1,104,summary_cohort
229,2026-01-07,patient,referral,iOS,8,53,summary_cohort
230,2026-01-30,everyday_person,organic,iOS,5,2,summary_cohort
231,2026-01-20,everyday_person,app_store_search,Web,2,1,control
232,2026-01-30,everyday_person,organic,iOS,1,53,control
233,2026-01-11,athlete,paid,Android,7,78,control
234,2026-02-15,everyday_person,paid,iOS,4,114,control
235,2026-02-02,athlete,organic,iOS,7,16,summary_cohort
236,2026-02-09,patient,organic,iOS,1,66,control
237,2026-01-13,everyday_person,organic,iOS,7,35,control
238,2026-01-19,patient,app_store_search,Android,4,55,control
239,2026-01-21,everyday_person,referral,Android,5,54,control
240,2026-01-26,everyday_person,paid,Android,3,38,control
241,2026-01-19,patient,paid,Android,1,3,control
242,2026-01-09,patient,paid,iOS,8,9,control
243,2026-01-21,everyday_person,referral,iOS,8,63,control
244,2026-01-17,everyday_person,referral,Android,3,27,control
245,2026-01-21,patient,paid,iOS,8,40,summary_cohort
246,2026-01-15,athlete,organic,iOS,1,11,control
247,2026-01-17,patient,app_store_search,Web,1,6,control
248,2026-01-29,everyday_person,organic,Web,1,16,summary_cohort
249,2026-01-21,everyday_person,organic,Android,3,46,control
250,2026-01-20,everyday_person,paid,iOS,1,20,control
251,2026-01-26,patient,organic,Android,3,28,summary_cohort
252,2026-02-04,athlete,organic,iOS,1,37,control
253,2026-01-21,everyday_person,organic,iOS,5,35,control
254,2026-01-27,everyday_person,referral,iOS,6,2,summary_cohort
255,2026-02-16,everyday_person,paid,Web,5,15,control
256,2026-01-25,patient,organic,Web,1,115,control
257,2026-02-11,patient,organic,Android,6,81,control
258,2026-02-05,everyday_person,referral,iOS,2,15,control
259,2026-01-09,everyday_person,app_store_search,iOS,6,35,control
260,2026-01-22,everyday_person,organic,iOS,4,46,control
261,2026-01-31,everyday_person,app_store_search,Android,3,109,control
262,2026-02-19,patient,app_store_search,iOS,1,106,control
263,2026-01-23,everyday_person,organic,iOS,6,93,control
264,2026-01-11,everyday_person,paid,Android,7,13,control
265,2026-01-26,athlete,paid,iOS,5,59,control
266,2026-01-12,everyday_person,referral,Android,8,59,control
267,2026-02-03,everyday_person,organic,iOS,7,77,control
268,2026-01-25,everyday_person,paid,Android,1,102,control
269,2026-02-01,everyday_person,paid,iOS,5,39,control
270,2026-02-09,everyday_person,paid,iOS,3,67,control
271,2026-01-29,everyday_person,app_store_search,iOS,3,32,control
272,2026-01-28,everyday_person,referral,iOS,1,26,control
273,2026-02-03,everyday_person,paid,Android,8,38,control
274,2026-02-07,everyday_person,app_store_search,iOS,5,89,control
275,2026-02-09,patient,organic,iOS,2,53,control
276,2026-01-07,everyday_person,organic,Android,3,82,control
277,2026-01-26,everyday_person,organic,iOS,3,83,control
278,2026-01-16,everyday_person,app_store_search,Android,6,44,control
279,2026-02-08,athlete,organic,Android,7,115,control
280,2026-01-29,athlete,paid,iOS,3,6,control
281,2026-01-22,everyday_person,organic,Android,3,108,control
282,2026-01-15,everyday_person,organic,iOS,4,1,control
283,2026-01-20,everyday_person,referral,iOS,3,46,control
284,2026-02-01,everyday_person,organic,iOS,4,100,control
285,2026-01-15,everyday_person,app_store_search,Android,1,83,control
286,2026-01-11,everyday_person,organic,Android,1,39,control
287,2026-02-10,everyday_person,app_store_search,iOS,3,107,control
288,2026-02-03,everyday_person,organic,Web,7,17,control
289,2026-01-15,everyday_person,app_store_search,iOS,3,81,control
290,2026-01-18,everyday_person,referral,Android,2,63,control
291,2026-02-17,patient,organic,Android,6,25,control
292,2026-02-01,everyday_person,organic,Web,8,111,control
293,2026-01-28,athlete,organic,Web,3,92,control
294,2026-01-19,everyday_person,referral,Web,1,2,control
295,2026-01-19,patient,paid,iOS,5,11,control
296,2026-01-07,athlete,organic,Android,3,7,control
297,2026-02-02,athlete,organic,Android,5,50,control
298,2026-01-07,patient,referral,Android,2,51,control
299,2026-01-03,patient,referral,iOS,1,87,control
300,2026-02-02,patient,paid,Web,3,82,control
301,2026-02-15,patient,referral,iOS,5,2,control
302,2026-02-03,everyday_person,paid,iOS,3,58,control
303,2026-01-24,everyday_person,app_store_search,iOS,1,95,control
304,2026-01-24,everyday_person,organic,iOS,3,108,summary_cohort
305,2026-01-23,athlete,organic,Android,6,36,control
306,2026-01-19,everyday_person,organic,iOS,1,6,control
307,2026-01-25,everyday_person,referral,Android,5,19,control
308,2026-01-22,patient,organic,Android,5,41,control
309,2026-01-28,everyday_person,app_store_search,iOS,3,54,control
310,2026-02-10,everyday_person,referral,Android,8,43,summary_cohort
311,2026-02-21,everyday_person,referral,iOS,7,11,control
312,2026-01-10,everyday_person,paid,Android,2,41,control
313,2026-01-21,everyday_person,organic,Web,1,35,control
314,2026-01-15,everyday_person,paid,iOS,2,59,summary_cohort
315,2026-01-20,everyday_person,organic,Android,1,10,control
316,2026-01-18,everyday_person,referral,iOS,4,95,control
317,2026-01-14,everyday_person,app_store_search,iOS,7,51,control
318,2026-02-03,patient,paid,Android,7,39,control
319,2026-01-24,everyday_person,app_store_search,iOS,2,109,control
320,2026-02-12,athlete,organic,Android,3,90,control
321,2026-01-06,athlete,paid,iOS,1,17,control
322,2026-01-09,everyday_person,referral,iOS,4,18,control
323,2026-01-22,everyday_person,referral,Android,1,1,control
324,2026-01-10,everyday_person,organic,iOS,7,68,control
325,2026-01-18,patient,organic,Android,7,43,control
326,2026-02-19,patient,referral,iOS,1,46,control
327,2026-01-16,patient,organic,Android,5,62,control
328,2026-01-15,everyday_person,paid,Android,4,65,control
329,2026-01-27,patient,paid,iOS,6,1,summary_cohort
330,2026-01-24,everyday_person,app_store_search,iOS,3,13,control
331,2026-01-27,patient,organic,iOS,1,95,control
332,2026-01-21,everyday_person,app_store_search,Web,4,115,control
333,2026-02-06,patient,organic,iOS,1,101,control
334,2026-01-13,athlete,referral,iOS,4,109,control
335,2026-01-22,everyday_person,paid,Android,1,56,control
336,2026-01-31,patient,organic,iOS,5,100,control
337,2026-02-09,everyday_person,organic,iOS,6,106,control
338,2026-01-21,patient,organic,iOS,1,108,control
339,2026-01-27,everyday_person,referral,iOS,3,18,control
340,2026-01-09,athlete,paid,Android,5,18,control
341,2026-01-14,everyday_person,organic,Android,1,49,control
342,2026-01-09,athlete,organic,Web,4,61,summary_cohort
343,2026-02-02,patient,referral,Android,5,115,control
344,2026-01-18,everyday_person,organic,iOS,3,39,control
345,2026-02-01,patient,paid,iOS,6,100,control
346,2026-01-09,patient,app_store_search,Android,4,107,control
347,2026-02-08,athlete,paid,Web,4,116,control
348,2026-02-07,everyday_person,app_store_search,Android,1,23,control
349,2026-01-10,everyday_person,referral,iOS,1,30,control
350,2026-01-06,everyday_person,paid,Android,1,27,control
351,2026-01-08,patient,organic,Android,7,89,control
352,2026-02-08,everyday_person,organic,Web,7,83,control
353,2026-01-17,everyday_person,paid,Android,6,49,control
354,2026-01-26,everyday_person,organic,iOS,1,11,control
355,2026-01-22,everyday_person,app_store_search,iOS,4,63,control
356,2026-02-05,everyday_person,paid,iOS,6,88,control
357,2026-01-24,patient,app_store_search,iOS,5,57,control
358,2026-01-24,patient,organic,Web,1,33,control
359,2026-02-20,everyday_person,referral,iOS,7,72,control
360,2026-01-13,everyday_person,paid,iOS,1,80,control
361,2026-02-06,athlete,organic,iOS,1,71,control
362,2026-01-08,everyday_person,referral,Android,7,105,control
363,2026-01-24,everyday_person,paid,iOS,3,38,control
364,2026-02-10,everyday_person,app_store_search,iOS,3,74,control
365,2026-01-30,patient,paid,Android,4,103,control
366,2026-01-31,everyday_person,organic,iOS,8,26,control
367,2026-01-18,patient,referral,iOS,1,34,control
368,2026-01-22,patient,referral,iOS,6,6,control
369,2026-01-21,everyday_person,organic,Android,3,45,control
370,2026-01-25,athlete,organic,Android,1,6,control
371,2026-01-23,patient,organic,Android,3,90,control
372,2026-01-19,everyday_person,organic,iOS,4,11,control
373,2026-01-19,everyday_person,referral,Web,1,84,control
374,2026-01-17,everyday_person,organic,Android,3,70,control
375,2026-01-21,everyday_person,referral,iOS,4,119,control
376,2026-01-13,everyday_person,organic,iOS,4,42,control
377,2026-02-09,athlete,paid,iOS,5,42,control
378,2026-01-28,everyday_person,organic,Android,6,30,control
379,2026-01-13,everyday_person,app_store_search,iOS,3,65,control
380,2026-01-31,patient,organic,iOS,3,27,control
381,2026-02-07,everyday_person,referral,Android,3,14,summary_cohort
382,2026-01-17,athlete,organic,Android,4,114,control
383,2026-01-13,patient,organic,Android,1,82,control
384,2026-01-04,everyday_person,referral,Android,2,15,summary_cohort
385,2026-01-08,everyday_person,paid,iOS,1,75,control
386,2026-02-03,athlete,app_store_search,Android,3,37,control
387,2026-02-20,patient,organic,iOS,8,22,control
388,2026-01-08,athlete,organic,iOS,4,57,control
389,2026-02-02,everyday_person,paid,Web,3,95,control
390,2026-01-09,athlete,referral,iOS,4,1,control
391,2026-01-27,patient,organic,iOS,5,43,control
392,2026-02-03,everyday_person,paid,Android,3,111,control
393,2026-01-20,everyday_person,referral,iOS,3,48,control
394,2026-01-04,patient,paid,iOS,5,12,control
395,2026-01-28,everyday_person,organic,Android,1,52,control
396,2026-02-20,everyday_person,organic,Android,4,82,control
397,2026-01-17,patient,organic,Android,4,120,control
398,2026-01-15,everyday_person,paid,iOS,6,76,control
399,2026-01-12,everyday_person,organic,Android,8,7,control
400,2026-01-26,everyday_person,paid,Android,6,98,control
401,2026-01-28,everyday_person,paid,iOS,4,94,summary_cohort
402,2026-02-05,athlete,paid,iOS,1,79,control
403,2026-02-03,patient,organic,iOS,4,108,control
404,2026-02-10,everyday_person,organic,iOS,6,93,control
405,2026-02-05,athlete,referral,iOS,7,28,control
406,2026-01-17,athlete,referral,Android,6,51,control
407,2026-01-26,everyday_person,app_store_search,Web,1,61,control
408,2026-01-19,patient,organic,iOS,5,59,control
409,2026-01-20,everyday_person,app_store_search,Android,7,77,control
410,2026-02-13,athlete,organic,iOS,5,85,control
411,2026-01-31,patient,organic,iOS,5,13,control
412,2026-02-18,patient,organic,Android,4,69,control
413,2026-01-22,everyday_person,paid,iOS,4,5,summary_cohort
414,2026-01-26,athlete,organic,Web,2,62,control
415,2026-01-24,everyday_person,organic,iOS,1,51,control
416,2026-01-11,everyday_person,paid,iOS,6,25,control
417,2026-01-17,everyday_person,referral,iOS,8,119,control
418,2026-01-25,patient,organic,iOS,6,31,control
419,2026-01-09,everyday_person,organic,Android,3,7,control
420,2026-02-13,athlete,referral,Android,1,44,control
421,2026-01-12,patient,organic,iOS,2,91,control
422,2026-01-15,everyday_person,organic,iOS,6,2,control
423,2026-02-03,everyday_person,referral,Android,5,60,control
424,2026-01-11,everyday_person,organic,Android,8,51,control
425,2026-02-11,patient,referral,iOS,3,104,control
426,2026-02-02,patient,organic,iOS,4,1,control
427,2026-01-09,everyday_person,organic,iOS,6,3,control
428,2026-01-31,patient,organic,iOS,2,68,control
429,2026-01-29,everyday_person,organic,iOS,8,22,summary_cohort
430,2026-02-03,patient,organic,iOS,4,85,summary_cohort
431,2026-02-06,athlete,organic,iOS,1,34,summary_cohort
432,2026-02-01,patient,app_store_search,iOS,1,68,control
433,2026-01-27,patient,paid,iOS,7,5,control
434,2026-01-19,patient,organic,Web,5,84,control
435,2026-01-31,everyday_person,referral,Android,6,63,control
436,2026-02-15,everyday_person,referral,iOS,6,1,control
437,2026-01-27,everyday_person,paid,iOS,3,32,control
438,2026-01-30,everyday_person,organic,iOS,6,8,summary_cohort
439,2026-01-23,patient,organic,Android,7,6,control
440,2026-02-03,patient,organic,Android,1,84,control
441,2026-02-22,athlete,organic,iOS,6,52,control
442,2026-01-14,everyday_person,organic,Web,2,97,control
443,2026-01-15,patient,app_store_search,Android,3,31,control
444,2026-01-26,everyday_person,app_store_search,Android,3,87,summary_cohort
445,2026-01-24,everyday_person,organic,iOS,7,74,control
446,2026-01-27,patient,referral,iOS,1,80,control
447,2026-01-08,athlete,organic,Android,3,100,summary_cohort
448,2026-01-22,patient,referral,iOS,5,85,control
449,2026-01-27,everyday_person,referral,Android,1,90,summary_cohort
450,2026-01-27,patient,organic,Android,6,89,control
451,2026-01-30,everyday_person,paid,iOS,8,54,control
452,2026-02-01,athlete,app_store_search,iOS,1,87,control
453,2026-01-29,patient,paid,iOS,1,102,control
454,2026-02-04,everyday_person,paid,iOS,8,89,control
455,2026-01-29,everyday_person,referral,Android,1,73,control
456,2026-01-26,everyday_person,organic,Android,1,9,control
457,2026-01-28,athlete,organic,iOS,8,53,control
458,2026-01-11,everyday_person,referral,Android,7,8,control
459,2026-01-18,patient,organic,iOS,5,13,control
460,2026-01-25,patient,paid,Android,4,44,control
461,2026-02-09,everyday_person,organic,iOS,7,56,control
462,2026-01-31,everyday_person,organic,Android,5,64,control
463,2026-01-10,athlete,organic,Android,5,109,control
464,2026-01-27,everyday_person,app_store_search,iOS,6,92,control
465,2026-01-16,everyday_person,organic,Android,5,51,control
466,2026-02-02,patient,organic,Android,4,41,control
467,2026-02-06,patient,organic,iOS,3,86,control
468,2026-01-28,athlete,paid,Android,4,34,control
469,2026-01-27,everyday_person,app_store_search,Web,4,107,control
470,2026-01-20,everyday_person,organic,Android,3,94,control
471,2026-01-23,everyday_person,app_store_search,iOS,3,82,summary_cohort
472,2026-02-08,everyday_person,organic,Android,6,30,control
473,2026-02-01,everyday_person,referral,Web,3,75,control
474,2026-01-25,everyday_person,organic,Android,1,99,control
475,2026-01-21,everyday_person,referral,iOS,2,9,control
476,2026-01-08,everyday_person,paid,iOS,2,22,control
477,2026-01-13,everyday_person,referral,Android,6,62,control
478,2026-01-15,patient,organic,iOS,3,44,control
479,2026-01-21,patient,paid,iOS,2,86,control
480,2026-02-14,everyday_person,app_store_search,iOS,6,49,control
481,2026-01-25,everyday_person,referral,Android,1,120,summary_cohort
482,2026-01-17,everyday_person,referral,iOS,1,36,summary_cohort
483,2026-01-11,everyday_person,paid,Android,6,44,control
484,2026-01-20,everyday_person,organic,Android,4,1,control
485,2026-02-06,everyday_person,app_store_search,Web,6,30,control
486,2026-01-21,everyday_person,organic,Android,6,29,control
487,2026-02-04,everyday_person,paid,iOS,8,92,control
488,2026-02-05,everyday_person,organic,Android,1,41,control
489,2026-01-12,everyday_person,organic,iOS,6,25,control
490,2026-01-28,everyday_person,referral,Web,5,38,control
491,2026-02-16,patient,referral,iOS,1,68,summary_cohort
492,2026-01-22,patient,app_store_search,Android,7,95,summary_cohort
493,2026-01-08,patient,app_store_search,Android,3,118,control
494,2026-02-12,everyday_person,organic,iOS,7,6,control
495,2026-02-10,patient,organic,Android,4,101,control
496,2026-01-25,everyday_person,organic,iOS,4,47,control
497,2026-01-26,everyday_person,referral,iOS,1,97,control
498,2026-01-16,patient,referral,iOS,7,5,control
499,2026-02-06,everyday_person,app_store_search,iOS,4,76,control
500,2026-01-24,everyday_person,paid,Android,1,112,control
501,2026-01-07,patient,organic,Web,1,5,control
502,2026-01-31,athlete,referral,iOS,6,95,control
503,2026-02-15,athlete,referral,Android,1,14,control
504,2026-02-06,everyday_person,referral,Android,4,118,control
505,2026-01-18,everyday_person,organic,Android,5,90,control
506,2026-01-08,patient,organic,iOS,2,110,control
507,2026-02-14,everyday_person,organic,Web,4,108,control
508,2026-02-13,patient,organic,iOS,2,38,control
509,2026-01-25,everyday_person,paid,Android,8,50,summary_cohort
